y_actual,y_pred
79.77347826086957,84.90363120176924
95.23291666666668,105.19021441734276
107.0054545454545,105.41085191422223
104.3170833333333,105.50282404037517
101.6126086956522,115.11454862006791
90.19083333333332,108.5519711874176
103.8321739130435,116.2741422019104
99.60625,93.89661688061965
105.7504166666667,103.16495062582344
101.8716666666667,88.92623046696946
115.1708333333333,109.06066126554441
123.8082608695652,107.83713463034228
148.8258333333333,105.01028643110159
146.4525,112.1744588057924
114.7554166666667,89.71313025827497
95.37541666666668,84.95450082263467
132.13125,111.34280796954094
95.9809090909091,111.88786399868248
127.8783333333333,114.41434685239118
142.4542857142857,112.93549415695855
131.5570833333333,111.08458638389033
114.8683333333333,92.14461477362295
129.6670833333334,105.62750025212075
84.71708333333333,103.06020389986821
55.83782608695652,100.19531589262184
58.78791666666667,102.32264833333333
90.44545454545454,109.89389216238466
80.26791666666666,100.87404859143493
112.9916666666667,115.4409153888427
114.9175,122.72934707197837
138.2795652173913,131.2173930988918
162.64125,154.31848297020727
179.83,156.15928659429983
154.1716666666667,155.63939290580274
155.82,149.34201208786425
180.1595833333333,154.4570217030562
164.7083333333333,153.58993927206862
186.29875,153.72651628078447
165.6729166666667,139.3444910704876
187.1504545454546,154.94973706735368
187.9745833333334,141.76025436564487
187.60625,153.004864914281
115.9004166666667,146.0727400151
70.15863636363636,145.38198598304513
92.12708333333336,141.5312687831734
146.4608333333333,152.9577551289291
131.4404166666667,156.02125715932627
187.7108333333333,157.7905269450357
172.4041666666667,159.65791218346115
70.92458333333333,75.84525763311072
83.7604347826087,84.4688964944476
94.63875,100.93669704968943
85.96125,99.58782361750569
82.52130434782609,104.81716111424808
76.40708333333333,98.33951828925909
97.11916666666669,111.65105002399774
95.885,121.842571894509
97.105,106.84650527715041
110.7654166666667,103.46927985503636
104.1641666666667,129.26312844215283
119.3652173913044,119.19230496572463
128.0091666666667,119.0837387444237
117.6408333333333,119.63942010510463
90.34916666666668,105.20128644725284
67.33333333333333,108.90330682532249
91.02,124.65714524797657
116.9408333333333,146.9759771447062
111.5945833333333,142.3600504969943
119.9213043478261,144.52335315837863
135.8229166666667,142.1196125230947
144.47125,152.97015831228262
130.2008333333333,126.20284358500002
143.8895833333333,141.94405143241008
85.29625,109.52832149479434
46.7804347826087,116.11428198106437
60.465,94.7789837274139
118.63125,122.77964385392828
94.52208333333334,124.89274509876465
115.9208333333333,141.83862081681474
125.6554166666667,153.58375682343203
98.1975,73.59047490200979
118.8878571428571,118.40640017536815
137.00375,112.45446088925374
121.345,89.44904964473933
126.7269565217391,121.69250273150763
102.52,108.36796189931354
140.45625,116.27951343249426
136.3954166666666,101.32171185411646
126.74625,106.63009783919993
117.5483333333333,95.6140208889442
132.0320833333333,118.87848349747894
140.5079166666667,117.40626976772467
171.3141666666667,112.11133129934522
137.3122727272727,118.1989707906828
124.96,98.18401563708032
111.6836363636364,90.78581311492664
147.0979166666667,127.9475888686638
176.2066666666667,121.93503426888715
154.4271428571429,117.24102564024706
154.3333333333333,124.94946428891097
149.8021739130435,126.33212699104992
142.52125,136.50708543542208
132.8704166666667,115.38571664029146
135.4970833333333,130.44447009050643
75.79791666666667,116.00107277354289
42.47666666666667,111.16670268100259
49.9325,108.86719364696897
96.54875,113.22401441496525
90.80869565217392,133.19973782492295
122.71,126.20068992027997
123.8325,135.60831756742817
84.44666666666667,83.94620952894086
103.9691666666667,118.79325673323629
127.1929166666667,113.63728353678167
123.5679166666667,88.9973015537638
125.21,121.92915852031268
119.2229166666667,114.56752985477526
143.1416666666667,114.55551301487417
137.8668181818182,96.41938934527523
141.36125,92.33192797455742
121.0529166666667,95.73635169208814
138.9845833333333,117.69748751074827
171.5722727272727,117.48908628493169
165.16375,111.73183289188884
183.9354166666667,118.48278327612518
152.2720833333333,106.42344793901746
121.9225,85.60228828927558
144.6091666666667,116.6956150307835
173.7258333333333,114.73402971667038
155.4713043478261,107.3508093704614
169.6933333333333,121.00861823096439
174.7436363636364,119.71395846369882
140.9570833333333,102.09292081488306
153.4170833333334,122.72523525501006
122.4625,90.6852420753479
130.5688888888889,104.90799733055768
73.82409090909091,108.40858938061086
125.48625,106.79631344473599
107.1075,113.40769365260981
146.8958333333333,115.25618527522636
161.44,122.9339383544497
55.3075,71.18736697291841
63.30291666666667,104.55986564920588
80.23391304347827,103.84596225766981
69.955,106.66740788161111
66.37166666666667,106.87450890269149
58.70291666666667,100.647333589635
76.39478260869565,100.48807138592528
73.81125,101.84092604147058
69.59833333333333,102.09625545410918
66.77333333333333,96.45516438713085
75.25291666666666,110.33877512774922
76.81391304347827,111.26292411149683
90.84541666666668,109.68612550072038
81.71083333333333,107.92165585815596
67.54166666666667,95.64845084948865
64.06833333333333,88.75120936853001
74.39916666666666,115.89570423489562
88.55541666666666,120.50867766604937
76.07458333333334,116.9828936166306
78.52833333333334,119.80575443554226
92.69217391304348,121.19009651085248
85.73083333333334,134.7114086947397
84.26375,116.2403646872864
93.74625,123.00608517384542
53.89833333333333,109.98192324326132
32.78375,107.68185237228454
38.01458333333333,100.4810342236206
61.395,105.92035402448808
56.75,119.08448318362609
79.18291666666667,125.15456633837564
81.23416666666667,135.31679346073932
98.54666666666668,87.48409515970499
117.3116666666667,113.79465376517652
134.1854166666667,105.95094945825531
133.4108333333333,112.53693390826375
123.974347826087,118.26995760869562
108.6429166666667,109.35325577719385
147.69625,121.14611543796018
147.4618181818182,104.73573548718632
146.7883333333333,103.30656504501535
135.5066666666667,94.109470233947
129.5270833333333,119.02942587697012
153.5745833333333,116.58747470043693
145.9663636363636,113.5044947613104
153.1170833333333,116.99173179073347
123.69125,98.33705660734189
100.61875,92.33223803540473
126.9883333333333,125.35407261719014
166.93625,123.84411936807278
141.4333333333333,120.39575241658986
154.77375,124.36245911193498
166.6405263157895,128.7990553363894
182.6154166666667,140.71226290446523
157.7441666666667,130.5772062409483
159.93875,125.51996846047166
85.89166666666667,90.26583843436137
47.67086956521739,112.43431525079995
57.15708333333333,109.24463082611837
107.3629166666667,113.19670571173481
87.94458333333334,132.28631926008202
127.745,123.54637700996564
117.92625,144.1945653394934
86.96083333333333,112.1960499830604
103.8791666666667,154.6874244737751
118.3266666666667,149.87970439072402
117.6879166666667,141.5160733144496
115.4195833333333,159.3266323146427
114.0704166666667,152.39687824120367
134.3529166666667,153.93024940838788
130.9579166666666,151.9787389230983
140.11,158.31058147537254
137.685,138.5853466859228
146.765,148.5107808366272
163.5609090909091,160.83841908600576
171.5645833333333,156.99041627974125
111.0716666666667,159.14291251497946
83.20545454545454,137.6154069367589
98.01791666666666,139.27105918777923
115.5825,165.79006470043888
147.2133333333333,161.980360055488
128.6595454545455,154.87141420264518
159.5577272727273,161.43706649513527
167.9070833333333,156.53491926505868
154.63375,157.41625370630015
154.2909523809524,154.8794472285127
144.2208333333333,158.42792649723467
84.385,145.87786200810697
50.21363636363637,151.06910224685384
76.11,152.49767324955846
130.8033333333333,157.22065536202368
118.9395238095238,158.1253409556748
137.5075,166.89044519009985
144.8666666666667,163.0427129524341
81.5175,73.7948363505793
97.44708333333334,100.45959278533063
110.34625,98.5653942852437
99.09083333333332,82.77085724637683
89.88681818181819,106.11674637445888
82.81958333333334,95.47710214254352
108.3595833333333,106.27940099802365
107.82375,104.8123270150425
100.06875,96.96637629803763
87.06666666666666,92.76601101935921
93.11958333333332,109.9517197398851
104.1439130434783,110.4084739503898
110.0458333333333,110.66457233539217
97.84583333333336,105.33168278593388
83.97083333333333,92.91660235507238
67.79166666666667,94.36109486174263
93.50833333333333,112.82693380623
120.1833333333333,120.2185836243657
109.8583333333333,122.64638590720868
104.3616666666667,118.64021856329413
118.4666666666667,121.52991169752443
129.1383333333333,141.21440187661563
108.9904166666667,109.43478061470374
113.7758333333333,123.94116685130659
64.98583333333333,108.05234832090107
37.71291666666666,104.34289711133073
42.35130434782609,101.8751300509756
82.88166666666667,109.40530266015828
72.61208333333333,113.09820131517031
101.1395833333333,123.15988644814861
98.14916666666666,142.67910774891368
119.8245833333333,74.23278532365335
135.8820833333333,103.80212683389077
168.6391666666667,102.38219751552788
139.7770833333333,104.8761068214394
135.1175,106.2084105825334
119.3929166666667,103.46919836377393
151.1445833333333,104.79352130434779
149.6095833333333,111.10404560403362
153.9775,96.1513829800837
156.1429166666667,96.80315306960776
163.3858333333334,113.12820498092746
177.1895833333333,111.7587721490028
150.4325,94.89039958137272
111.44,88.74964915772634
139.6368181818182,115.09902380717116
158.28375,118.62419682721811
143.79125,117.01945706684045
149.545,119.76123300059466
160.9090909090909,124.11566104155001
146.40875,140.2426886992222
133.025,117.07282248680006
177.1586956521739,123.85021913294634
72.48333333333333,107.83511598512094
41.9859090909091,106.45261852343315
69.61749999999999,99.50562506683535
122.7545833333333,107.47800919774733
102.4316666666667,121.91637487657273
135.2508333333333,123.74170578333191
142.6775,137.54595672646698
